2025-12-06T02:22:33+01:00	330989340	1675	0	-32	1.0.0	1764984152
2025-12-06T02:22:40+01:00	330989340	1670	0	-32	1.0.0	1764984158
2025-12-06T02:22:46+01:00	330989340	1673	0	-33	1.0.0	1764984165
2025-12-06T02:23:01+01:00	330989340	1662	0	-31	1.0.0	0
2025-12-06T02:23:07+01:00	330989340	1663	0	-32	1.0.0	1764984186
2025-12-06T02:23:13+01:00	330989340	1662	0	-32	1.0.0	1764984193
2025-12-06T02:23:19+01:00	330989340	1660	0	-31	1.0.0	1764984199
2025-12-06T02:23:25+01:00	330989340	1662	0	-31	1.0.0	1764984204
2025-12-06T02:23:31+01:00	330989340	1662	0	-33	1.0.0	1764984210
2025-12-06T02:23:37+01:00	330989340	1661	0	-32	1.0.0	1764984216
2025-12-06T02:23:43+01:00	330989340	1660	0	-32	1.0.0	1764984222
2025-12-06T02:23:49+01:00	330989340	1661	0	-32	1.0.0	1764984228
2025-12-06T02:23:55+01:00	330989340	1661	0	-32	1.0.0	1764984234
2025-12-06T02:24:01+01:00	330989340	1662	0	-30	1.0.0	1764984240
2025-12-06T02:24:06+01:00	330989340	1662	0	-32	1.0.0	1764984246
2025-12-06T02:24:12+01:00	330989340	1661	0	-31	1.0.0	1764984251
2025-12-06T02:24:18+01:00	330989340	1661	0	-32	1.0.0	1764984257
2025-12-06T02:24:24+01:00	330989340	1661	0	-31	1.0.0	1764984263
2025-12-06T02:24:30+01:00	330989340	1661	0	-31	1.0.0	1764984269
2025-12-06T02:24:36+01:00	330989340	1661	0	-32	1.0.0	1764984275
2025-12-06T02:24:41+01:00	330989340	1661	0	-31	1.0.0	1764984281
2025-12-06T02:24:47+01:00	330989340	1661	0	-31	1.0.0	1764984287
2025-12-06T02:24:54+01:00	330989340	1661	0	-31	1.0.0	1764984292
2025-12-06T02:24:59+01:00	330989340	1661	0	-31	1.0.0	1764984299
2025-12-06T02:25:05+01:00	330989340	1661	0	-31	1.0.0	1764984305
